id,source,languaje,text,task1
389,twitter,es,"En nombre del Gobierno peruano, felicito a @LuchoXBolivia por su elección como presidente de Bolivia y le deseo éxi… https://t.co/LlViQFkoqc",noAcoso
390,twitter,es,RT @OrihuelaTam: @MartinVizcarraC CORRUPTO DE M,acoso
391,twitter,es,"@MartinVizcarraC ERA Y ES EL LIDER DE LA CORRUPCIÓN.
#VizcarraCoimero RECIBIÓ 1300 millones y el intermediario er… https://t.co/ISWtIeKpJ2",acoso
392,twitter,es,"RT @Marcos67462936: @MartinVizcarraC se hace la pichi jamás en la vida irá al programa del sábelon, es que en su cabecita el sabe que “no…",noAcoso
393,twitter,es,RT @kguillenp03: @MartinVizcarraC invitación pendiente.,noAcoso
394,twitter,es,"RT @Urano55: @MartinVizcarraC 
No seas cobarde, #Tribilín.",noAcoso
395,twitter,es,"@MartinVizcarraC 
No seas cobarde, #Tribilín. https://t.co/vsxoKCyqdO",acoso
396,twitter,es,@MartinVizcarraC CORRUPTO DE M https://t.co/mbE6UOu8l9,acoso
397,twitter,es,"@MartinVizcarraC Presidente buena tardes, con el respeto del todo solo comentarle que los vecinos de Ciudad satélit… https://t.co/0CiQGoDxlh",noAcoso
398,twitter,es,@MartinVizcarraC @WalterMartosR @arzlima @JBCPERU @rlopezaliaga1 @reyreysincorona @KikeBravoPrado @CharitoABC… https://t.co/0sPMMGy2Dp,noAcoso
399,twitter,es,"@MartinVizcarraC hola presi, soy yo otra vez
https://t.co/9SDLI2x8hM",noAcoso
400,twitter,es,"@MartinVizcarraC dice que @AccionPopular son unos golpistas y se ofenden, si es verdad, allí están las pruebas https://t.co/sBg2aTsc0A",noAcoso
401,twitter,es,"@MartinVizcarraC ,solo hay playas para quienes pueden pagarlas y para los pobre, lo peor? https://t.co/oC6FMQyGzS",noAcoso
402,twitter,es,@MartinVizcarraC mira...no siempre tendrás diviac... poder...tu observas la ley AFP...y no habrá lugar en el mundo.… https://t.co/JeZ10CGkNm,noAcoso
403,twitter,es,"@MartinVizcarraC presidente cuando van a desembolsar a los del sis estamos esperando hace más de un año ,no es posi… https://t.co/DfzBRgMxtx",noAcoso
404,twitter,es,@MartinVizcarraC @PoliciaPeru Cuiden a los ciudadanos de la delincuencia! Por qué maltratar a los policías de esa m… https://t.co/o89uKMpm1N,noAcoso
405,twitter,es,@MartinVizcarraC @MTC_GobPeru @MuniLima continuación de la autopista Ramiro priale. Los vecinos de la zona estamos… https://t.co/MPoN9A45pj,noAcoso
406,twitter,es,"@MartinVizcarraC se hace la pichi jamás en la vida irá al programa del sábelon, es que en su cabecita el sabe que… https://t.co/MbI44oyvZF",acoso
407,twitter,es,@MartinVizcarraC invitación pendiente. https://t.co/po3fvcnvnK,noAcoso
408,twitter,es,@MartinVizcarraC Presidente POR FAVOR URGENTE CAMPAÑA EN LOS MEDIOS Y REDES SOCIALES CONTRA EL ABUSO Y VIOLACION Se… https://t.co/ZsmhnFRFAN,noAcoso
409,twitter,es,"@MartinVizcarraC 
Pasa en Holanda 🇳🇱, ojala q los demás países hagan lo mismo 
Médicos por la Verdad 🇪🇸🇦🇷 🇩🇪 🇲🇽 🇮🇹… https://t.co/osUcTqfLkU",noAcoso
410,twitter,es,"@MartinVizcarraC @LuchoXBolivia Usted fue elegido para defender los derechos del pueblo, no tenemos trabajo, necesi… https://t.co/R1qlGxKYI5",noAcoso
411,twitter,es,@MartinVizcarraC eres un coimero! Solo eso! Eres un ídolo para los mafiosos como tú. Qué bueno que sirvas para iden… https://t.co/YOkwLdTfah,acoso
412,twitter,es,"RT @GladysVallVal: @MartinVizcarraC 
@FiscaliaPeru - Z.Avalos https://t.co/4L2SokSyR7",noAcoso
413,twitter,es,"@MartinVizcarraC @pcmperu @MininterPeru @PoliciaPeru Sres. con todo respeto, han hecho alguna tregua con la delincu… https://t.co/Fw0FI7wK8g",noAcoso
414,twitter,es,RT @jota_ce_pe: @MartinVizcarraC @ToniAlvaL @Defensoria_Peru @MimpPeru https://t.co/OeZw0PwdkI,noAcoso
415,twitter,es,RT @l_valle: @MartinVizcarraC Corrupto renuncie #VacanciaPresidencialYa https://t.co/N9eoYwSylj,acoso
416,twitter,es,"@MartinVizcarraC 
@FiscaliaPeru - Z.Avalos https://t.co/4L2SokSyR7",noAcoso
417,twitter,es,@MartinVizcarraC @ToniAlvaL @Defensoria_Peru @MimpPeru https://t.co/OeZw0PwdkI,noAcoso
418,twitter,es,@MartinVizcarraC Corrupto renuncie #VacanciaPresidencialYa https://t.co/Af4lPZ5k0m https://t.co/N9eoYwSylj,acoso
419,twitter,es,@MartinVizcarraC https://t.co/88RqeT15Fg,noAcoso
420,twitter,es,@MartinVizcarraC @presidenciaperu @MinjusDH_Peru https://t.co/GHeP4qu1sg,noAcoso
421,twitter,es,@MartinVizcarraC viene del mundo de la CORRUPCIÓN. Ya lo dijo la morsa RMP. https://t.co/oOmkhUPI5k,acoso
422,twitter,es,"@MartinVizcarraC Sr VIZCARRA. EN LOS SITIOS VULNERABLES COMO LA VICTORIA, EL AGUSTINO. LA FIESTA COVID SON UN PAN D… https://t.co/CTBEDmA3do",noAcoso
423,twitter,es,@MartinVizcarraC no me diste ni un solo bono 🥺😓 #fuckcovid,noAcoso
424,twitter,es,@MartinVizcarraC si tuvieras algo d vergüenza y no quieres q tu conciencia t llave d las narices donde debes estar… https://t.co/wb9QAhZqyQ,noAcoso
425,twitter,es,@MartinVizcarraC Presidente cumple de las tablets,noAcoso
426,twitter,es,"@MartinVizcarraC ahy esta tu realidad 
Ya nadie te cree delincuente 
De nada sirve que salgas a cada rato dando con… https://t.co/U8w53gD1hj",acoso
427,twitter,es,@MartinVizcarraC Ud. Desde el REJA en el año 2018 no está de acuerdo que 2.7millones de peruanos en sobrevivencia… https://t.co/vaP10armwe,noAcoso
428,twitter,es,@MartinVizcarraC https://t.co/caQYhb8Cbt,noAcoso
429,twitter,es,RT @Miguel4631Apola: @MartinVizcarraC Xq rechazas el dictamen Afp y mejor nos apoyas a millones d familias q tienen necesidades porq tu gob…,noAcoso
430,twitter,es,@MartinVizcarraC en que ola va de robo? Podra dejar bien a sus hijos pero el infierno lo vere bagar y no podra adve… https://t.co/jRh8ZmNbFI,noAcoso
431,twitter,es,"RT @TinkuEditores: @MartinVizcarraC Hay evidencia producida por el propio Estado, organizaciones civiles y medios periodísticos que indican…",noAcoso
432,twitter,es,@MartinVizcarraC https://t.co/upl8U3xZ2w,noAcoso
433,twitter,es,"@MartinVizcarraC lo va a solucionar con más bonos, no se preocupen. https://t.co/SDksmLjeQB",noAcoso
434,twitter,es,@MartinVizcarraC @LuchoXBolivia Como es posible que el estado quiere adueñarse de los fondos de Afp de todos nosotr… https://t.co/Nvlbk97QE4,noAcoso
435,twitter,es,@MartinVizcarraC @LuchoXBolivia Canadá le.espera!!!! Puede alistar sus maletas,noAcoso
436,twitter,es,"@MartinVizcarraC es capaz de cerrar todos los accesos al Centro de Lima, con la ayuda de @JorgeMunozPe , que no ha… https://t.co/jvGoTYUrBs",noAcoso
437,twitter,es,"@MartinVizcarraC 

A VER SI TERMINAN ENTENDIENDO!??? https://t.co/YZ0uev5Xmu",noAcoso
438,twitter,es,"@MartinVizcarraC 
Por favor,díganos... 
Estamos en las garras del psicópata de BILLGATES!?
ESTA plandemia se esta c… https://t.co/yvqDiDyrmt",acoso
439,twitter,es,@MartinVizcarraC Querido presidente para el mes de diciembre seria perfecto para que cancele los viajes dentro de P… https://t.co/qukVSSIhHL,noAcoso
440,twitter,es,"@MartinVizcarraC, para el mes de diciembre sería magnífico que diera la orden para cancelar los viajes dentro del p… https://t.co/RovBe4aiT9",noAcoso
441,twitter,es,@MartinVizcarraC QUE HORRIBLE DEBE SER UN PRESIDENTE TAN REPUDIADO. DORMIRÁ EN PAZ POR LAS NOCHES SABIENDO QUE DEJA… https://t.co/wzgHuPniWk,acoso
442,twitter,es,"RT @Patty_Barrantes: @MartinVizcarraC ya nos hundio, estamos pobres, desempleados, jodidos y encima con inmunidad de rebaño porque el cdsm…",noAcoso
443,twitter,es,RT @mercede56704720: @MartinVizcarraC https://t.co/dadFwiyy0I,noAcoso
444,twitter,es,"@MartinVizcarraC : [Augusto Thorndike] ""Un periodista insolente y malcriado"". Señor Presidente, ese ""periodista de… https://t.co/Mr835qJE8G",acoso
445,twitter,es,@MartinVizcarraC #lince #peru https://t.co/q5jEppJSCs,noAcoso
446,twitter,es,@MartinVizcarraC pelea con los trabajadores de @Cuarto_Poder (Thorndike) pero a los dueños de @Cuarto_Poder y el MO… https://t.co/ViSk4gL5hG,noAcoso
447,twitter,es,@MartinVizcarraC MI HIT RITMO DE AMOR APOYA A DONALD TRUMP Y NO A LA VACANCIA DE PDTE MARTÍN VIZCARRA EL CORO NO A… https://t.co/VUC2zY8gu6,noAcoso
448,twitter,es,@MartinVizcarraC Xq rechazas el dictamen Afp y mejor nos apoyas a millones d familias q tienen necesidades porq tu… https://t.co/gofScdhvou,noAcoso
449,twitter,es,"RT @RossaFlor1: @MartinVizcarraC va por este camino, ojalá nunca se desvíe. Merecemos políticos como José Mujica, que piense en las nuevas…",noAcoso
450,twitter,es,"@MartinVizcarraC Es niños solamente, déjese de progresismo y inclusivismo barato.",noAcoso
451,twitter,es,@MartinVizcarraC Ya reactivaste al sector empresarial con MILLONES con REACTIVA PERÚ y SUSPENSION PERFECTA AHORA Re… https://t.co/Nx4GBrugnw,noAcoso
452,twitter,es,"@MartinVizcarraC, @elcomercio_peru @larepublica_pe Los consulados peruanos parecen escribanías, los empleados actúa… https://t.co/OOh8jpwELq",noAcoso
453,twitter,es,"@MartinVizcarraC Si? Entonces haz algo en vez de salir en la televisión a hacer el puto ridículo burro de mierda , que te parece si… https://t.co/wyVAniRbNA",acoso
454,twitter,es,@MartinVizcarraC @LuchoXBolivia Y hasta hubo mensaje del presidente @MartinVizcarraC https://t.co/8rYuvdiPSK,noAcoso
455,twitter,es,"@MartinVizcarraC va por este camino, ojalá nunca se desvíe. Merecemos políticos como José Mujica, que piense en la… https://t.co/UF7FbSSsao",noAcoso
456,twitter,es,@MartinVizcarraC tiene la bancada más grande del mundo 😊😊😊😊 https://t.co/CvGXr2Kdnb,noAcoso
457,twitter,es,Una productiva reunión que refuerza nuestra relación bilateral y la cooperación de nuestros países en temas tan imp… https://t.co/XGx3q3nkRS,noAcoso
458,twitter,es,"@MartinVizcarraC aceptará INVITACION de @PBOPeru ......
ó ¿se cag... de miedo? https://t.co/Hnl7eOOuQB",acoso
459,twitter,es,callate RCTM,acoso
460,twitter,es,dejen de venderse hijos d perr,acoso
461,twitter,es,huevon de mierda presindete hdp,acoso
462,twitter,es,que te cachen,acoso
463,twitter,es,"Otros dos extractos de la entrevista que le hice a 
@George_Forsyth 
en mayo del 2019 para 
@ensustrece 
. 
El candidato presidencial que lidera las encuestas no sabía el presupuesto de su municipio ni el nivel de ejecución. 
Lean las respuestas literales que me dio Forsyth:",noAcoso
464,twitter,es,Yonhy Lescano: “Sí hubo la intención de algunos parlamentarios de postergar las elecciones”,noAcoso
465,twitter,es,Yonhy Lescano: “En Acción Popular hay quienes se creen dueños del partido”,noAcoso
466,twitter,es,Yonhy Lescano: “Una vacancia sería altamente peligroso para el tránsito democrático”,noAcoso
467,twitter,es,callate hija de perra,acoso
468,twitter,es,busquemos mejores politcos,noAcoso
469,twitter,es,#URGENTE | Acción Popular denunció ante el Jurado Nacional de Elecciones a Martín Vizcarra,noAcoso
470,twitter,es,"Mi abuelo me enseñó la doctrina de Acción Popular.. Fui personero en la década de los 90.. Y tenia respeto por esa agrupación. 
Hoy siento vergüenza ajena al ver como tipejos de mala leche hunden un partido con principios. 

Son de lo peor y creen que están haciendo bien las cosas",noAcoso
471,twitter,es,"George Forsyth: denunciado por violencia psicológica contra su esposa. 

Daniel Urresti: denunciado por violación sexual. 

""Encabezan"" las encuestas y ya son pre-candidatos a la Presidencia.",acoso
472,twitter,es,violadores de meirda,acoso
473,twitter,es,ers un desgraciado de mierda,acoso
474,twitter,es,De a poquitos los precandidatos van revelando su amor por las AFP. ¡Hasta quieren que con la plata de los afiliados… https://t.co/4Z6JKUrcl5,noAcoso
